Марка,Модель,Мощность,Топливо,Цена,Год производства,Пробег,Коробка,Кузов,Привод,Цвет
Chevrolet,Lacetti,94,Бензин,180000,2006,166000,механика,хэтчбек 5 дв.,передний,бежевый
Chevrolet,Lacetti,109,Бензин,345000,2012,76500,автомат,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Lacetti,109,Бензин,220000,2007,186000,механика,универсал 5 дв.,передний,бежевый
Chevrolet,Niva I Рестайлинг,80,Бензин,300000,2014,173212,механика,внедорожник 5 дв.,полный,серый
Chevrolet,Tahoe II,299,Бензин,550000,2004,446503,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,TrailBlazer I Рестайлинг,295,Бензин,280000,2006,130000,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Tahoe  III 6AT,324,Бензин,1250,2012,298000,автомат,внедорожник 5 дв.,полный,белый
Chevrolet,Aveo I Рестайлинг,94,Бензин,135000,2007,198000,механика,седан,передний,красный
Chevrolet,Lacetti,109,Бензин,194000,2007,254000,механика,седан,передний,пурпурный
Chevrolet,Cobalt II,105,Бензин,280000,2013,219000,механика,седан,передний,серебристый
Chevrolet,Aveo I Рестайлинг,101,Бензин,200000,2010,115000,механика,хэтчбек 5 дв.,передний,синий
Chevrolet,Cruze I,109,Бензин,450000,2012,62193,автомат,хэтчбек 5 дв.,передний,чёрный
Chevrolet,Aveo II,115,Бензин,300000,2014,209782,механика,седан,передний,серый
Chevrolet,Aveo II,115,Бензин,389000,2012,75100,механика,седан,передний,синий
Chevrolet,Niva I Рестайлинг,80,Бензин,365000,2012,42700,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Aveo II,115,Бензин,310000,2012,134000,автомат,седан,передний,голубой
Chevrolet,Aveo I Рестайлинг,101,Бензин,130000,2008,120000,механика,хэтчбек 3 дв.,передний,серебристый
Chevrolet,Captiva I,136,Бензин,480000,2009,150000,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Lacetti,109,Бензин,290000,2008,90000,механика,хэтчбек 5 дв.,передний,серебристый
Chevrolet,Niva I,80,Бензин,110000,2003,156000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Aveo I Рестайлинг,94,Бензин,250000,2007,113000,механика,седан,передний,чёрный
Chevrolet,Cruze I,141,Бензин,425000,2012,128000,автомат,седан,передний,чёрный
Chevrolet,Niva I,80,Бензин,119000,2004,160000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Cobalt II,105,Бензин,470000,2013,66500,автомат,седан,передний,чёрный
Chevrolet,TrailBlazer I Рестайлинг,295,Бензин,399900,2007,189000,автомат,внедорожник 5 дв.,полный,коричневый
Chevrolet,Tahoe  III 6AT,324,Бензин,1225,2012,112000,автомат,внедорожник 5 дв.,полный,белый
Chevrolet,Niva I Рестайлинг,80,Бензин,410000,2014,35000,механика,внедорожник 5 дв.,полный,чёрный
Chevrolet,Niva I Рестайлинг,80,Бензин,300000,2013,68000,механика,внедорожник 5 дв.,полный,зелёный
Chevrolet,Niva I Рестайлинг,80,Бензин,425000,2015,35000,механика,внедорожник 5 дв.,полный,коричневый
Chevrolet,Lacetti,109,Бензин,397999,2012,76000,автомат,хэтчбек 5 дв.,передний,серебристый
Chevrolet,Lacetti,94,Бензин,180000,2009,380000,механика,седан,передний,чёрный
Chevrolet,Cruze I Рестайлинг,141,Бензин,550000,2014,36387,механика,седан,передний,серый
Chevrolet,Aveo I Рестайлинг,101,Бензин,269000,2011,66500,автомат,седан,передний,серый
Chevrolet,Cruze I Рестайлинг,109,Бензин,450000,2013,74000,автомат,хэтчбек 5 дв.,передний,белый
Chevrolet,Cruze I,141,Бензин,499000,2010,195000,механика,седан,передний,чёрный
Chevrolet,Cruze I Рестайлинг,141,Бензин,510000,2013,77101,автомат,седан,передний,серый
Chevrolet,TrailBlazer II,180,Дизель,1099,2014,110000,автомат,внедорожник 5 дв.,полный,коричневый
Chevrolet,Aveo I Рестайлинг,84,Бензин,210000,2011,210000,механика,седан,передний,чёрный
Chevrolet,Lacetti,94,Бензин,199000,2007,150000,механика,хэтчбек 5 дв.,передний,бежевый
Chevrolet,Lanos I,86,Бензин,150000,2008,131000,механика,седан,передний,серый
Chevrolet,Aveo I Рестайлинг,84,Бензин,210000,2010,146000,механика,седан,передний,чёрный
Chevrolet,Aveo I Рестайлинг,72,Бензин,170000,2006,223845,механика,седан,передний,серый
Chevrolet,Cruze I Рестайлинг,141,Бензин,360000,2013,129271,механика,седан,передний,белый
Chevrolet,Aveo I Рестайлинг,94,Бензин,285000,2007,222000,механика,седан,передний,синий
Chevrolet,Aveo I,94,Бензин,280000,2007,53000,механика,хэтчбек 5 дв.,передний,оранжевый
Chevrolet,Tahoe IV,409,Бензин,2075,2016,110000,автомат,внедорожник 5 дв.,полный,серый
Chevrolet,Corvette C3,300,Бензин,4999,1977,62000,механика,кабриолет,задний,голубой
Chevrolet,Epica I,143,Бензин,250000,2008,254999,механика,седан,передний,серебристый
Chevrolet,Tahoe IV,426,Бензин,3300,2018,32000,автомат,внедорожник 5 дв.,полный,чёрный
Chevrolet,Camaro VI,238,Бензин,2350,2016,60748,автомат,купе,задний,серый
Chevrolet,Cruze I,141,Бензин,395000,2011,100000,механика,седан,передний,синий
Chevrolet,Epica I Рестайлинг,156,Бензин,419000,2010,209000,автомат,седан,передний,белый
Chevrolet,Lacetti,109,Бензин,310000,2010,118000,механика,хэтчбек 5 дв.,передний,голубой
Chevrolet,Cruze I Рестайлинг,141,Бензин,435000,2012,102000,автомат,седан,передний,чёрный
Chevrolet,Niva I,80,Бензин,220000,2006,80000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Spark II,52,Бензин,180000,2006,113000,автомат,хэтчбек 5 дв.,передний,серебристый
Chevrolet,Rezzo,90,Бензин,195000,2007,222000,механика,компактвэн,передний,серебристый
Chevrolet,Lacetti,109,Бензин,285000,2011,179000,механика,хэтчбек 5 дв.,передний,белый
Chevrolet,TrailBlazer I EXT,273,Бензин,265000,2004,240000,автомат,внедорожник 5 дв.,полный,серебристый
Chevrolet,Cruze I,109,Бензин,399999,2010,123500,автомат,седан,передний,чёрный
Chevrolet,Cobalt II,105,Бензин,395000,2013,56000,механика,седан,передний,серебристый
Chevrolet,Lacetti,94,Бензин,280000,2011,140000,механика,седан,передний,белый
Chevrolet,Cruze I Рестайлинг,141,Бензин,485000,2013,59100,механика,седан,передний,белый
Chevrolet,Lacetti,94,Бензин,215000,2010,212000,механика,седан,передний,серебристый
Chevrolet,Captiva I Рестайлинг,184,Дизель,800000,2012,135000,автомат,внедорожник 5 дв.,полный,серый
Chevrolet,Lacetti,109,Бензин,240000,2008,169000,автомат,седан,передний,красный
Chevrolet,Lacetti,109,Бензин,200000,2007,248000,механика,седан,передний,пурпурный
Chevrolet,Captiva I Рестайлинг,167,Бензин,690000,2012,132000,механика,внедорожник 5 дв.,полный,серебристый
Chevrolet,Niva I,80,Бензин,224000,2007,128000,механика,внедорожник 5 дв.,полный,зелёный
Chevrolet,Niva I,80,Бензин,150000,2003,139200,механика,внедорожник 5 дв.,полный,зелёный
Chevrolet,Lacetti,94,Бензин,169900,2009,218000,механика,седан,передний,серебристый
Chevrolet,Aveo I Рестайлинг,101,Бензин,259000,2008,117000,механика,седан,передний,чёрный
Chevrolet,Cruze I,141,Бензин,430000,2012,171000,автомат,седан,передний,серебристый
